seed,num_v,time,lowerBound,upperBound,termination,LMOcalls
1,4,119.0,-12.569323438608997,-12.11384851741753,Optimal (tolerance reached),33
1,4,197.0,-12.569323438608997,-12.11384851741753,Optimal (tolerance reached),58
1,4,263.0,-12.495493076137652,-12.113849111010623,Optimal (tolerance reached),79
1,4,329.0,-12.495493076137652,-12.113849111010623,Optimal (tolerance reached),99
1,4,402.0,-12.47070225273653,-12.113849111010623,Optimal (tolerance reached),123
1,4,479.0,-12.47070225273653,-12.113849111010623,Optimal (tolerance reached),145
1,4,559.0,-12.430319344228213,-12.113849111010623,Optimal (tolerance reached),165
1,4,614.0,-12.430319344228213,-12.113849111010623,Optimal (tolerance reached),182
1,4,672.0,-12.403068816415136,-12.113849111010623,Optimal (tolerance reached),201
1,4,749.0,-12.403068816415136,-12.113849111010623,Optimal (tolerance reached),226
1,4,817.0,-12.38530706286804,-12.113849111010623,Optimal (tolerance reached),246
1,4,867.0,-12.38530706286804,-12.113849111010623,Optimal (tolerance reached),261
1,4,949.0,-12.376191185047794,-12.113849111010623,Optimal (tolerance reached),287
1,4,1029.0,-12.376191185047794,-12.113849111010623,Optimal (tolerance reached),306
1,4,1080.0,-12.361399461407714,-12.113849111010623,Optimal (tolerance reached),323
1,4,1136.0,-12.361399461407714,-12.113849111010623,Optimal (tolerance reached),340
1,4,1202.0,-12.348361076034465,-12.113849111010623,Optimal (tolerance reached),361
1,4,1252.0,-12.348361076034465,-12.113849111010623,Optimal (tolerance reached),377
1,4,1336.0,-12.331732383160801,-12.113849111010623,Optimal (tolerance reached),404
1,4,1407.0,-12.331732383160801,-12.113849111010623,Optimal (tolerance reached),424
1,4,1498.0,-12.322629691820243,-12.113849111010623,Optimal (tolerance reached),448
1,4,1571.0,-12.322629691820243,-12.113849111010623,Optimal (tolerance reached),468
1,4,1636.0,-12.30586827458095,-12.113849111010623,Optimal (tolerance reached),490
1,4,1703.0,-12.30586827458095,-12.113849111010623,Optimal (tolerance reached),509
1,4,1763.0,-12.304249451380336,-12.113849111010623,Optimal (tolerance reached),529
1,4,1834.0,-12.304249451380336,-12.113849111010623,Optimal (tolerance reached),550
1,4,1916.0,-12.297860009002488,-12.113849111010623,Optimal (tolerance reached),572
1,4,1974.0,-12.297860009002488,-12.113849111010623,Optimal (tolerance reached),591
1,4,2023.0,-12.281924135659436,-12.113849111010623,Optimal (tolerance reached),607
1,4,2073.0,-12.281924135659436,-12.113849111010623,Optimal (tolerance reached),622
1,4,2140.0,-12.279597677834744,-12.113849111010623,Optimal (tolerance reached),643
1,4,2191.0,-12.279597677834744,-12.113849111010623,Optimal (tolerance reached),660
1,4,2262.0,-12.275682895763554,-12.113849111010623,Optimal (tolerance reached),680
1,4,2329.0,-12.275682895763554,-12.113849111010623,Optimal (tolerance reached),696
1,4,2396.0,-12.259954540860255,-12.113849111010623,Optimal (tolerance reached),717
1,4,2465.0,-12.259954540860255,-12.113849111010623,Optimal (tolerance reached),740
1,4,2528.0,-12.255263058035514,-12.113849111010623,Optimal (tolerance reached),761
1,4,2560.0,-12.255263058035514,-12.113849111010623,Optimal (tolerance reached),771
1,4,2616.0,-12.251912933495749,-12.113849111010623,Optimal (tolerance reached),790
1,4,2668.0,-12.251912933495749,-12.113849111010623,Optimal (tolerance reached),806
1,4,2737.0,-12.251243460105604,-12.113849111010623,Optimal (tolerance reached),824
1,4,2817.0,-12.251243460105604,-12.113849111010623,Optimal (tolerance reached),843
1,4,2872.0,-12.24656923649587,-12.113849111010623,Optimal (tolerance reached),862
1,4,2918.0,-12.24656923649587,-12.113849111010623,Optimal (tolerance reached),876
1,4,2960.0,-12.240795170071083,-12.113849111010623,Optimal (tolerance reached),890
1,4,2987.0,-12.240795170071083,-12.113849111010623,Optimal (tolerance reached),900
1,4,3029.0,-12.239033968999136,-12.113849111010623,Optimal (tolerance reached),914
1,4,3073.0,-12.239033968999136,-12.113849111010623,Optimal (tolerance reached),928
1,4,3114.0,-12.233757337863798,-12.113849111010623,Optimal (tolerance reached),942
