
******************************************************************************
This program contains Ipopt, a library for large-scale nonlinear optimization.
 Ipopt is released as open source code under the Eclipse Public License (EPL).
         For more information visit https://github.com/coin-or/Ipopt
******************************************************************************

(seed, dimension, ns) = (3, 50, 10.0)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (100, 197, -133.44064466809755, -124.3507041936844, 11.677)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (200, 393, -133.43935688439973, -124.54317461234089, 22.281)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (300, 587, -133.43842225063293, -124.54317461234089, 32.652)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (400, 779, -133.43626059213042, -124.54317461234089, 42.972)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (500, 973, -133.43604905205677, -129.79826071886058, 53.303)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (600, 1167, -133.43598512966122, -129.79826071886058, 63.529)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (700, 1361, -133.43404169699278, -129.79826071886058, 73.743)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (800, 1555, -133.4330272632672, -129.79826071886058, 83.996)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (900, 1747, -133.43225515427991, -130.02485541061998, 94.168)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1000, 1939, -133.43160555114335, -130.02485541061998, 104.377)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1100, 2131, -133.43120790831028, -130.02485541061998, 114.556)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1200, 2321, -133.4302948392323, -130.06286013821511, 125.324)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1300, 2517, -133.4302179386229, -130.06286013821511, 135.304)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1400, 2707, -133.4297722601839, -130.06286013821511, 145.243)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1500, 2901, -133.42871122602455, -130.06286013821511, 155.069)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1600, 3095, -133.4286872608695, -130.06286013821511, 164.994)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1700, 3287, -133.42813996393727, -130.06286013821511, 174.91)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1800, 3483, -133.4280522697557, -130.06286013821511, 184.793)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1900, 3675, -133.4279074496488, -130.06286013821511, 194.724)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (2000, 3867, -133.42759830847044, -130.06286013821511, 204.548)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (2100, 4063, -133.4275561601724, -130.06286013821511, 214.239)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (2200, 4255, -133.42746262186202, -130.06286013821511, 223.803)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (2300, 4447, -133.42709567678492, -130.06286013821511, 233.491)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (2400, 4639, -133.42696404926014, -130.06286013821511, 243.14)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (2500, 4833, -133.42652179941007, -130.06286013821511, 252.827)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (2600, 5027, -133.4264798649987, -130.06286013821511, 262.579)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (2700, 5223, -133.42623559330193, -130.06286013821511, 272.312)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (2800, 5413, -133.42542777091572, -130.09663780744708, 282.081)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (2900, 5607, -133.42529533992155, -130.09663780744708, 291.863)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (3000, 5799, -133.42512141089566, -130.09663780744708, 301.547)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (3100, 5993, -133.424949938051, -130.09663780744708, 311.264)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (3200, 6187, -133.4247310476387, -130.09663780744708, 320.906)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (3300, 6381, -133.424694931121, -130.09663780744708, 330.62)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (3400, 6573, -133.42423215988833, -130.09663780744708, 340.319)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (3500, 6765, -133.42402120386188, -130.09663780744708, 350.085)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (3600, 6961, -133.4239606734338, -130.09663780744708, 359.909)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (3700, 7153, -133.42359579558098, -130.09663780744708, 369.801)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (3800, 7347, -133.42344579113512, -130.09663780744708, 379.544)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (3900, 7539, -133.42311682918933, -130.09725972042847, 389.318)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (4000, 7727, -133.4227809106526, -130.09725972042847, 399.13)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (4100, 7921, -133.42254106449164, -130.09725972042847, 408.901)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (4200, 8113, -133.42238023580805, -130.09725972042847, 418.74)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (4300, 8307, -133.4222142435725, -130.09725972042847, 428.511)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (4400, 8501, -133.42196474004825, -130.11742738738704, 438.367)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (4500, 8695, -133.4219398677499, -130.11742738738704, 448.343)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (4600, 8885, -133.42140305372433, -130.11742738738704, 458.22)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (4700, 9079, -133.42125234602227, -130.11742738738704, 468.398)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (4800, 9269, -133.4211014080711, -130.11742738738704, 478.767)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (4900, 9461, -133.42069718984766, -130.11742738738704, 488.643)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (5000, 9653, -133.4206349037849, -130.11742738738704, 498.533)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (5100, 9845, -133.42046715765244, -130.11742738738704, 508.333)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (5200, 10037, -133.42031906944098, -130.11742738738704, 518.185)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (5300, 10227, -133.42005465603003, -130.11742738738704, 528.027)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (5400, 10419, -133.41994877964, -130.11742738738704, 537.863)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (5500, 10611, -133.41984835755005, -130.11742738738704, 547.679)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (5600, 10805, -133.4198026103645, -130.11742738738704, 557.494)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (5700, 10997, -133.41975218260478, -130.11742738738704, 567.316)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (5800, 11189, -133.41967689048164, -130.11742738738704, 577.153)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (5900, 11383, -133.4195250413528, -130.11742738738704, 587.028)
