
******************************************************************************
This program contains Ipopt, a library for large-scale nonlinear optimization.
 Ipopt is released as open source code under the Eclipse Public License (EPL).
         For more information visit https://github.com/coin-or/Ipopt
******************************************************************************

(seed, dimension, ns) = (9, 50, 10.0)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (100, 195, -435.76118197448903, -412.61154564907474, 20.412)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (200, 379, -435.7541771819936, -420.04913452884324, 36.596)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (300, 569, -435.75242234194263, -420.04913452884324, 50.954)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (400, 747, -435.7475777290982, -420.853632401705, 64.541)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (500, 931, -435.7437128077865, -420.853632401705, 77.959)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (600, 1119, -435.74178806761176, -421.3123545045479, 90.351)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (700, 1297, -435.73505592164776, -421.90520565949817, 102.835)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (800, 1481, -435.73185650709934, -421.90520565949817, 115.442)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (900, 1661, -435.72837864006425, -422.05932845695054, 127.767)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1000, 1851, -435.72763528514776, -422.05932845695054, 140.202)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1100, 2033, -435.7256700889512, -422.05932845695054, 152.631)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1200, 2223, -435.7248029358743, -422.05932845695054, 164.961)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1300, 2411, -435.7233191371303, -422.05932845695054, 177.272)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1400, 2601, -435.72250017636026, -422.05932845695054, 189.479)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1500, 2787, -435.7216667181991, -422.05932845695054, 201.039)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1600, 2965, -435.7205959486172, -422.05932845695054, 212.597)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1700, 3145, -435.71964304163606, -422.05932845695054, 224.351)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1800, 3333, -435.7192896929514, -422.05932845695054, 235.89)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1900, 3515, -435.7183775775428, -422.05932845695054, 247.505)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (2000, 3701, -435.7176735711461, -422.05932845695054, 259.137)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (2100, 3879, -435.71649680685226, -422.05932845695054, 270.791)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (2200, 4063, -435.71552676875706, -422.05932845695054, 282.421)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (2300, 4245, -435.7148272089067, -422.05932845695054, 294.025)
