
******************************************************************************
This program contains Ipopt, a library for large-scale nonlinear optimization.
 Ipopt is released as open source code under the Eclipse Public License (EPL).
         For more information visit https://github.com/coin-or/Ipopt
******************************************************************************

(seed, dimension, ns) = (2, 50, 5.0)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (100, 195, -110.95544936091979, -106.49094098306644, 11.979)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (200, 389, -110.95382636986582, -106.49094098306644, 22.82)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (300, 575, -110.95056438482531, -106.89618795300134, 33.078)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (400, 759, -110.9481210584278, -107.00348904626794, 43.425)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (500, 949, -110.9468906853049, -107.00348904626794, 53.668)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (600, 1129, -110.9450316033409, -107.10653499698873, 64.11)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (700, 1309, -110.94342573171019, -107.10653499698873, 74.535)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (800, 1497, -110.94258895639426, -107.10653499698873, 84.692)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (900, 1677, -110.94152094394173, -107.15773591509289, 95.149)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1000, 1865, -110.9403111999158, -107.15773591509289, 105.351)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1100, 2041, -110.93871966839204, -107.18751101308892, 115.67)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1200, 2225, -110.93814717461525, -107.18751101308892, 126.065)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1300, 2405, -110.93738698716506, -107.18751101308892, 136.258)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1400, 2585, -110.93675295233686, -107.18751101308892, 146.329)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1500, 2763, -110.93598637299766, -107.18751101308892, 156.507)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1600, 2945, -110.93504676026693, -107.18751101308892, 166.458)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1700, 3129, -110.93436646573643, -107.18751101308892, 176.372)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1800, 3315, -110.93396240815966, -107.83048139399904, 186.354)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1900, 3503, -110.93355327251865, -107.83048139399904, 196.36)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (2000, 3681, -110.93293900817392, -107.83048139399904, 206.378)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (2100, 3859, -110.93186741934156, -107.83048139399904, 216.241)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (2200, 4033, -110.93103712014383, -107.83048139399904, 226.299)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (2300, 4213, -110.93065035880755, -108.0438010544998, 236.119)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (2400, 4399, -110.93026192002425, -108.0438010544998, 245.906)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (2500, 4581, -110.93005654260661, -108.0438010544998, 255.698)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (2600, 4761, -110.92946006774766, -108.0438010544998, 265.592)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (2700, 4947, -110.92919846330285, -108.0438010544998, 275.563)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (2800, 5127, -110.92870164001033, -108.0438010544998, 285.398)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (2900, 5309, -110.92813664130104, -108.0438010544998, 295.276)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (3000, 5489, -110.92752905416289, -108.0438010544998, 305.218)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (3100, 5659, -110.92673400177262, -108.0438010544998, 315.275)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (3200, 5843, -110.92635053462668, -108.0438010544998, 325.158)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (3300, 6027, -110.92586795279912, -108.0438010544998, 335.151)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (3400, 6215, -110.9256423582872, -108.0438010544998, 345.003)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (3500, 6393, -110.9252947673827, -108.0438010544998, 355.051)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (3600, 6563, -110.92474977660095, -108.0438010544998, 365.074)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (3700, 6745, -110.92424480737687, -108.0438010544998, 374.976)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (3800, 6935, -110.92397272582717, -108.0438010544998, 384.948)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (3900, 7121, -110.9238415286893, -108.0438010544998, 394.978)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (4000, 7301, -110.92368182287525, -108.0438010544998, 404.982)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (4100, 7483, -110.92346774552477, -108.0438010544998, 415.089)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (4200, 7665, -110.92318387070918, -108.0438010544998, 425.147)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (4300, 7839, -110.92283564718345, -108.0438010544998, 435.435)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (4400, 8023, -110.92261473794404, -108.0438010544998, 445.469)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (4500, 8207, -110.92227028216176, -108.0438010544998, 455.474)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (4600, 8389, -110.92213412748049, -108.0438010544998, 465.435)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (4700, 8571, -110.92181854135325, -108.0438010544998, 476.231)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (4800, 8753, -110.92152303875108, -108.0438010544998, 486.427)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (4900, 8935, -110.9212383729918, -108.0438010544998, 496.746)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (5000, 9123, -110.92100287268877, -108.0438010544998, 506.885)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (5100, 9303, -110.92070481414915, -108.0438010544998, 516.967)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (5200, 9491, -110.92051964664083, -108.0438010544998, 526.991)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (5300, 9663, -110.91991802835324, -108.27155094899796, 537.18)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (5400, 9843, -110.91970185564729, -108.27155094899796, 547.299)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (5500, 10013, -110.91916198518719, -108.27155094899796, 557.447)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (5600, 10191, -110.91885809460676, -108.27155094899796, 567.616)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (5700, 10373, -110.9187502126733, -108.27155094899796, 577.663)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (5800, 10555, -110.91847438070184, -108.27155094899796, 587.709)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (5900, 10741, -110.91824763524632, -108.27155094899796, 597.604)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (6000, 10925, -110.91804313425779, -108.27155094899796, 607.524)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (6100, 11109, -110.91794503665928, -108.27155094899796, 617.416)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (6200, 11295, -110.91781709569787, -108.27155094899796, 627.421)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (6300, 11473, -110.9175049744846, -108.27155094899796, 637.466)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (6400, 11657, -110.91722968094672, -108.27155094899796, 647.552)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (6500, 11839, -110.91701035197742, -108.27155094899796, 657.548)
