
******************************************************************************
This program contains Ipopt, a library for large-scale nonlinear optimization.
 Ipopt is released as open source code under the Eclipse Public License (EPL).
         For more information visit https://github.com/coin-or/Ipopt
******************************************************************************

(seed, dimension, ns) = (9, 50, 1.0)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (100, 201, -433.0523090379326, Inf, 24.291)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (200, 401, -433.0356042797392, Inf, 43.9)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (300, 601, -433.0107113651765, Inf, 60.72)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (400, 801, -433.00477237202, Inf, 77.316)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (500, 1001, -432.9945620555086, Inf, 92.568)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (600, 1201, -432.98072185099306, Inf, 108.024)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (700, 1401, -432.96930701308645, Inf, 123.409)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (800, 1601, -432.9628929127552, Inf, 138.454)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (900, 1801, -432.95754505404005, Inf, 153.53)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1000, 2001, -432.94939600676656, Inf, 168.797)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1100, 2201, -432.9463268963229, Inf, 183.815)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1200, 2401, -432.9418527482741, Inf, 198.183)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1300, 2601, -432.9388299817084, Inf, 212.493)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1400, 2801, -432.9331232220318, Inf, 226.707)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1500, 3001, -432.92908757601083, Inf, 240.87)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1600, 3201, -432.92602238608254, Inf, 255.178)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1700, 3401, -432.9211868308702, Inf, 269.297)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1800, 3601, -432.9183583087474, Inf, 283.461)
