
******************************************************************************
This program contains Ipopt, a library for large-scale nonlinear optimization.
 Ipopt is released as open source code under the Eclipse Public License (EPL).
         For more information visit https://github.com/coin-or/Ipopt
******************************************************************************

(seed, dimension, ns) = (6, 50, 5.0)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (100, 197, -116.47621107270324, -102.56077310506086, 12.98)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (200, 383, -116.47423278676771, -104.00316373210394, 24.58)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (300, 559, -116.46711401950756, -104.42057076825961, 35.751)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (400, 743, -116.46533497672233, -104.42057076825961, 46.704)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (500, 927, -116.46377058446122, -104.42057076825961, 57.6)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (600, 1109, -116.46182391167692, -104.42057076825961, 68.637)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (700, 1289, -116.45992725125888, -104.44489944833646, 79.623)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (800, 1473, -116.45929629759098, -104.44489944833646, 90.487)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (900, 1655, -116.45829962861855, -104.619941211709, 101.346)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1000, 1835, -116.45774854301298, -104.92377528399611, 112.102)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1100, 2017, -116.45659957831504, -104.92377528399611, 122.842)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1200, 2199, -116.45507234258439, -104.92377528399611, 133.714)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1300, 2379, -116.45407619409262, -104.92377528399611, 144.592)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1400, 2557, -116.45308091464923, -104.92377528399611, 155.473)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1500, 2735, -116.45204687506153, -105.40291794993576, 166.294)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1600, 2909, -116.45061519845731, -105.40291794993576, 177.181)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1700, 3091, -116.44983691044983, -105.40291794993576, 188.017)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1800, 3263, -116.44807333020307, -105.40291794993576, 199.019)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1900, 3439, -116.44722644158762, -105.40291794993576, 209.937)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (2000, 3607, -116.44632164451448, -105.40291794993576, 220.978)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (2100, 3779, -116.4455019511609, -105.58077905533875, 232.011)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (2200, 3951, -116.44445016041666, -105.58077905533875, 243.002)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (2300, 4125, -116.4428853516741, -105.86185953382764, 254.028)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (2400, 4305, -116.44187099695128, -105.86185953382764, 264.831)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (2500, 4491, -116.44119374406722, -105.86185953382764, 275.657)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (2600, 4659, -116.44005900281212, -105.86185953382764, 286.76)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (2700, 4837, -116.43957145973725, -105.86185953382764, 297.686)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (2800, 4999, -116.43843548304253, -105.86185953382764, 308.846)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (2900, 5187, -116.43821266941545, -105.86185953382764, 319.65)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (3000, 5365, -116.43751957495144, -105.86185953382764, 330.647)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (3100, 5547, -116.43727125661204, -105.86185953382764, 341.595)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (3200, 5725, -116.43683430079902, -105.86185953382764, 352.619)
