
******************************************************************************
This program contains Ipopt, a library for large-scale nonlinear optimization.
 Ipopt is released as open source code under the Eclipse Public License (EPL).
         For more information visit https://github.com/coin-or/Ipopt
******************************************************************************

(seed, dimension, ns) = (3, 50, 5.0)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (100, 199, -133.44064466843489, -124.35068939057439, 11.734)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (200, 395, -133.4393568839688, -124.54316062139443, 22.441)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (300, 589, -133.43842225079197, -124.54316062139443, 32.861)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (400, 781, -133.43626059100953, -124.54316062139443, 43.322)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (500, 973, -133.4360490521322, -129.79825561285367, 53.713)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (600, 1167, -133.43598512847768, -129.79825561285367, 64.132)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (700, 1361, -133.43404169636608, -129.79825561285367, 74.462)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (800, 1555, -133.4330272626946, -129.79825561285367, 84.863)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (900, 1747, -133.4322551521438, -130.02485025781442, 95.166)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1000, 1939, -133.4316055513936, -130.02485025781442, 105.481)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1100, 2131, -133.43120790898482, -130.02485025781442, 115.805)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1200, 2321, -133.4302948389468, -130.06285487256488, 126.217)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1300, 2517, -133.43021793799485, -130.06285487256488, 136.128)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1400, 2707, -133.42977226112941, -130.06285487256488, 146.144)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1500, 2901, -133.4287112255586, -130.06285487256488, 156.058)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1600, 3095, -133.4286872607516, -130.06285487256488, 166.107)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1700, 3287, -133.42813996236362, -130.06285487256488, 176.049)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1800, 3483, -133.42805227013613, -130.06285487256488, 186.0)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1900, 3675, -133.42790744982008, -130.06285487256488, 196.038)
