seed,n0,m0,M,solution,dual_gap,rel_dual_gap,ncalls,termination,time
5,2,19,20.0,1.9826704151691419,6.398687135700243e-8,3.227307621705591e-8,41,OPTIMAL,4.374
6,2,19,20.0,0.40531192181987985,4.223502569900006e-8,1.0420376955706263e-7,19,OPTIMAL,4.309
7,2,19,20.0,4.461341255540128,3.219172128865466e-8,7.215704801995295e-9,79,OPTIMAL,4.393
8,2,19,20.0,2.5479034351512273,5.8699334282152904e-8,2.3038288980917016e-8,41,OPTIMAL,4.289
9,2,19,20.0,0.8896981060266753,7.47943504908477e-8,8.406711925309052e-8,41,OPTIMAL,4.257
10,2,19,20.0,2.740546208481591,0.018082465876870124,0.006641949199870593,62,OPTIMAL,4.339
1,2,20,20.0,3.388221407824682,2.9710965243623377e-8,8.768897285030413e-9,62,OPTIMAL,4.361
2,2,20,20.0,3.26727906600248,8.614195134981628e-8,2.636504316919195e-8,16,OPTIMAL,4.156
3,2,20,20.0,3.1647135439810334,4.104312356645323e-8,1.2968985511121788e-8,58,OPTIMAL,4.316
4,2,20,20.0,2.7126330459355774,3.2106715508462e-8,1.1835996739987916e-8,37,OPTIMAL,4.283
5,2,20,20.0,1.9437670310453399,1.7731493162642664e-8,9.12223174958247e-9,39,OPTIMAL,4.312
6,2,20,20.0,0.8511158152098122,5.8876476582980786e-8,6.917563932387369e-8,42,OPTIMAL,4.292
7,2,20,20.0,4.367876856557001,0.004466837249614386,0.0010237033031159919,62,OPTIMAL,4.243
8,2,20,20.0,0.7424441245381959,8.624588099248598e-8,1.1616482393859464e-7,38,OPTIMAL,4.341
9,2,20,20.0,1.1139874445287137,9.513102172675758e-8,8.539686000760493e-8,40,OPTIMAL,4.308
10,2,20,20.0,1.4400681162035136,1.403999894122876e-8,9.749538178184415e-9,62,OPTIMAL,4.283
1,2,21,20.0,3.8774773891148415,7.80679836331899e-8,2.013370482163125e-8,61,OPTIMAL,4.353
2,2,21,20.0,4.217212338020206,5.058105312372163e-8,1.1993954697129159e-8,15,OPTIMAL,4.163
3,2,21,20.0,4.311855546219652,5.1229712916267545e-8,1.1881129359690445e-8,55,OPTIMAL,4.32
4,2,21,20.0,2.184584876887847,8.531783546317229e-8,3.905448568185641e-8,39,OPTIMAL,4.332
5,2,21,20.0,2.067139151750794,3.838577411485744e-8,1.8569516616794428e-8,42,OPTIMAL,4.241
6,2,21,20.0,0.9623225959819903,5.144719650296281e-8,5.346148938850168e-8,22,OPTIMAL,4.229
7,2,21,20.0,4.456969779803133,1.3436094903340745e-8,3.0146255432853798e-9,59,OPTIMAL,4.34
8,2,21,20.0,1.0971610544385286,6.39916626354875e-8,5.8324770195688553e-8,39,OPTIMAL,4.286
9,2,21,20.0,0.5976298112501273,5.6446784357788715e-8,9.445109435082126e-8,42,OPTIMAL,4.311
10,2,21,20.0,2.9169270157864955,5.064401342735891e-9,1.7362111990187178e-9,64,OPTIMAL,4.315
1,2,22,20.0,3.7142270359803407,5.539843517254894e-8,1.491519916854131e-8,61,OPTIMAL,4.282
2,2,22,20.0,3.9688828950092234,8.994692812791527e-8,2.266303454795599e-8,15,OPTIMAL,4.157
3,2,22,20.0,3.912591566422815,4.962454003276662e-8,1.2683291833484072e-8,64,OPTIMAL,4.322
4,2,22,20.0,2.7452959277722004,4.4547322275434453e-8,1.6226783621991613e-8,42,OPTIMAL,4.252
5,2,22,20.0,2.1908761446624747,3.19586521690951e-8,1.4587156244838518e-8,46,OPTIMAL,4.308
6,2,22,20.0,0.6513958580723096,7.921392297660645e-8,1.2160644196287854e-7,41,OPTIMAL,4.302
7,2,22,20.0,4.524304927622753,7.977454963281616e-8,1.7632443505825564e-8,60,OPTIMAL,4.335
8,2,22,20.0,1.2815295867275722,3.765839129421522e-8,2.938550369093542e-8,39,OPTIMAL,4.318
9,2,22,20.0,1.0517412371714123,5.974235306460685e-8,5.680328425539516e-8,37,OPTIMAL,4.288
10,2,22,20.0,2.5276615987871187,5.380832845958139e-8,2.1287790118290104e-8,78,OPTIMAL,4.361
1,2,23,20.0,4.168537226182991,3.241544455079293e-8,7.776215742840877e-9,64,OPTIMAL,4.34
2,2,23,20.0,3.903034787427202,2.1342906997290356e-8,5.468285136158945e-9,16,OPTIMAL,4.17
3,2,23,20.0,4.7985761081539176,4.1169055720047254e-8,8.579431720025942e-9,65,OPTIMAL,4.33
4,2,23,20.0,2.116421835990861,3.019439098750354e-8,1.4266717014919683e-8,38,OPTIMAL,4.295
5,2,23,20.0,2.4384225432404003,4.856210145121054e-8,1.9915376255425062e-8,43,OPTIMAL,4.291
6,2,23,20.0,1.6707479174665025,5.084610288363933e-8,3.043313949368745e-8,46,OPTIMAL,4.312
7,2,23,20.0,4.939014399234411,3.956621874579014e-8,8.010954385734614e-9,64,OPTIMAL,4.34
8,2,23,20.0,1.9385387538858083,7.682362879180005e-8,3.9629660063437516e-8,59,OPTIMAL,4.361
9,2,23,20.0,0.9733858225458037,5.968347771556637e-8,6.131533867935553e-8,61,OPTIMAL,4.309
10,2,23,20.0,3.5932974485273177,3.7185003964879115e-8,1.0348434796269277e-8,60,OPTIMAL,4.362
1,2,24,20.0,3.4517559686486585,2.8455477973921006e-8,8.243768814178812e-9,61,OPTIMAL,4.362
2,2,24,20.0,3.7215360828757533,4.947259624188405e-8,1.3293595923252113e-8,17,OPTIMAL,4.117
3,2,24,20.0,4.594821855435146,8.807948947975319e-8,1.9169294031277167e-8,40,OPTIMAL,4.326
4,2,24,20.0,2.359692333846276,4.633752404004099e-8,1.963710450101182e-8,18,OPTIMAL,4.191
5,2,24,20.0,1.908738745476035,7.422308434534841e-8,3.888593313647607e-8,42,OPTIMAL,4.271
6,2,24,20.0,0.45465059065083757,3.337862941599212e-8,7.341600902516366e-8,38,OPTIMAL,4.289
7,2,24,20.0,5.085363468798052,3.7311620459945516e-8,7.337060755368565e-9,56,OPTIMAL,4.296
8,2,24,20.0,1.3877354705692668,4.8413420383752737e-8,3.4886635889528934e-8,40,OPTIMAL,4.262
9,2,24,20.0,1.259291947038172,5.28390753373742e-8,4.195935476181206e-8,39,OPTIMAL,4.242
10,2,24,20.0,2.47963622141298,1.3473129722996191e-8,5.433510641542872e-9,40,OPTIMAL,4.295
1,2,25,20.0,3.2110174730164687,4.5824603223110216e-8,1.4271054038839414e-8,62,OPTIMAL,4.294
2,2,25,20.0,3.665499737781815,8.755697722406808e-8,2.388677822372659e-8,17,OPTIMAL,4.124
3,2,25,20.0,4.526011675027838,9.762790043055247e-8,2.1570404485495565e-8,58,OPTIMAL,4.332
4,2,25,20.0,1.2083682555308264,6.262820306801586e-8,5.182874179895165e-8,41,OPTIMAL,4.264
5,2,25,20.0,2.665073778163115,2.8528825080087472e-8,1.0704703794408051e-8,42,OPTIMAL,4.297
6,2,25,20.0,1.7363731205668058,4.593305646949375e-8,2.6453448939354432e-8,53,OPTIMAL,4.287
7,2,25,20.0,4.261687815864774,6.788944784119622e-8,1.593017880614309e-8,62,OPTIMAL,4.332
8,2,25,20.0,1.2417842215013055,5.8268115221693506e-8,4.692290089284344e-8,61,OPTIMAL,4.369
9,2,25,20.0,2.6947219376248883,9.66084821030222e-8,3.5851003481154484e-8,42,OPTIMAL,4.331
10,2,25,20.0,3.2338851358636154,2.8011979846809254e-8,8.66202073128641e-9,63,OPTIMAL,4.434
1,3,26,20.0,3.352452770160834,5.140052650176585e-8,1.5332215191023807e-8,102,OPTIMAL,4.62
2,3,26,20.0,3.7072986966631043,0.013903056113678591,0.0037643018692712776,21,OPTIMAL,4.319
3,3,26,20.0,3.7959953365216155,7.014893022017077e-8,1.847972015181213e-8,107,OPTIMAL,4.655
4,3,26,20.0,0.5622672722197355,6.144484654413418e-8,1.0928050821148528e-7,79,OPTIMAL,4.693
5,3,26,20.0,1.1653012423841405,6.208137648400225e-8,5.327496233022995e-8,104,OPTIMAL,4.765
6,3,26,20.0,0.13376590350838996,4.234475925457559e-8,3.1655879075735813e-7,53,OPTIMAL,4.577
7,3,26,20.0,5.159338267215357,4.386024166080915e-8,8.501137115272674e-9,96,OPTIMAL,4.662
8,3,26,20.0,0.8255661158804148,3.716742735804246e-8,4.5020535989056686e-8,124,OPTIMAL,4.758
9,3,26,20.0,1.9182542341783964,9.000779943590942e-8,4.692172812942179e-8,108,OPTIMAL,4.69
10,3,26,20.0,2.6076704768437198,5.193426311222993e-8,1.9915961241165353e-8,96,OPTIMAL,4.679
1,3,27,20.0,3.643621812275055,8.499502524017544e-8,2.3327071689086774e-8,74,OPTIMAL,4.496
2,3,27,20.0,3.2941979741211584,2.209093441507548e-8,6.706013037698834e-9,20,OPTIMAL,4.304
3,3,27,20.0,3.397482390624811,4.3236347391228946e-8,1.2725996184928923e-8,98,OPTIMAL,4.659
4,3,27,20.0,0.8664493447295626,8.694864828129312e-8,1.0035053697660214e-7,108,OPTIMAL,4.63
5,3,27,20.0,1.5021059430555845,5.356762367014767e-8,3.566168273823082e-8,78,OPTIMAL,4.654
6,3,27,20.0,-0.5204368475555328,8.721974120717846e-8,1.6758948106162247e-7,54,OPTIMAL,4.632
7,3,27,20.0,4.69101707442986,1.9373655568699633e-8,4.129947800513275e-9,68,OPTIMAL,4.636
8,3,27,20.0,0.9076318062146532,5.851739981466153e-8,6.447262335537032e-8,105,OPTIMAL,4.651
9,3,27,20.0,1.0910343120805825,8.238256365977747e-8,7.550868837779698e-8,96,OPTIMAL,4.701
10,3,27,20.0,2.079116257483274,4.6157132338464635e-8,2.220036190715083e-8,72,OPTIMAL,4.655
1,3,28,20.0,2.140254855895619,6.086559478646336e-8,2.8438480749021998e-8,101,OPTIMAL,4.641
2,3,28,20.0,3.8579498656413826,0.008910409432956179,0.0023149696266646113,21,OPTIMAL,4.321
3,3,28,20.0,3.5124846272613435,3.730080511132883e-8,1.0619492884877792e-8,49,OPTIMAL,4.504
4,3,28,20.0,1.0011534798147328,6.369261740246657e-8,6.361923794774095e-8,79,OPTIMAL,4.649
5,3,28,20.0,1.0012176678740634,4.525648655828718e-8,4.520144825254765e-8,80,OPTIMAL,4.618
6,3,28,20.0,-0.3706234321366112,5.148787929343257e-8,1.3892235306496816e-7,56,OPTIMAL,4.564
7,3,28,20.0,5.2278278138315715,9.507874754177692e-8,1.8187046830315092e-8,96,OPTIMAL,4.615
8,3,28,20.0,2.653307207160749,8.505331905439562e-8,3.205558766481609e-8,110,OPTIMAL,4.791
9,3,28,20.0,1.3490393487245946,5.5908828011652645e-8,4.1443439275187896e-8,102,OPTIMAL,4.69
10,3,28,20.0,2.296074801255837,4.013236720723512e-8,1.74786848785352e-8,138,OPTIMAL,4.667
1,3,29,20.0,3.6386839344258517,6.940321561899054e-8,1.9073714066269615e-8,103,OPTIMAL,4.71
2,3,29,20.0,3.6801873601379222,0.0074834311443634505,0.0020375808366382953,20,OPTIMAL,4.043
3,3,29,20.0,5.135610922355202,3.827624261987239e-8,7.453104116305534e-9,104,OPTIMAL,4.285
4,3,29,20.0,0.8581538004403105,8.150314378951862e-8,9.497499339682545e-8,80,OPTIMAL,4.285
5,3,29,20.0,0.9038410578993226,7.063857143663199e-8,7.815375982307971e-8,104,OPTIMAL,4.379
6,3,29,20.0,0.5551413170209486,4.474844894630792e-8,8.060731777900032e-8,107,OPTIMAL,4.4
7,3,29,20.0,5.360563582330039,6.61971624182911e-8,1.234891858273249e-8,125,OPTIMAL,4.315
8,3,29,20.0,1.821211365698203,4.5003768711637804e-8,2.4710898839832442e-8,132,OPTIMAL,4.368
9,3,29,20.0,1.7595985010919581,9.480984930476666e-8,5.388152715203483e-8,91,OPTIMAL,4.28
10,3,29,20.0,2.523534280468299,9.136513900998011e-8,3.620523130001675e-8,90,OPTIMAL,4.238
1,3,30,20.0,4.021995084160342,9.924750088430301e-8,2.4676187130167132e-8,112,OPTIMAL,4.298
2,3,30,20.0,4.287002335977499,0.007411845991986077,0.0017319054263089473,22,OPTIMAL,4.041
3,3,30,20.0,4.283366998288573,6.212995895538143e-8,1.4504934991887592e-8,127,OPTIMAL,4.295
4,3,30,20.0,0.6466215639147733,7.022013281954287e-8,1.085954202021987e-7,123,OPTIMAL,4.365
5,3,30,20.0,1.7053798648507583,3.100885770379591e-8,1.8182962580212277e-8,110,OPTIMAL,4.423
6,3,30,20.0,1.0695752476657032,4.854621327154973e-8,4.5388312398711745e-8,76,OPTIMAL,4.274
7,3,30,20.0,4.614836276832873,6.221502157899295e-8,1.348152321894373e-8,120,OPTIMAL,4.422
8,3,30,20.0,1.8412128194590387,7.45491828268996e-8,4.048917379753933e-8,140,OPTIMAL,4.409
9,3,30,20.0,1.2378727652842538,6.951163977753083e-8,5.6154110204478964e-8,96,OPTIMAL,4.311
10,3,30,20.0,3.741039670677676,2.6853602896892426e-8,7.1781123574095035e-9,121,OPTIMAL,4.328
